(5, 10, 9, 0, 13, 2, 15, 4, 3, 6, 7, 8, 1, 12, 11, 14): [8, 13, 15, 15]
(1, 10, 5, 0, 13, 2, 7, 4, 11, 6, 15, 8, 3, 14, 9, 12): [8, 13, 15, 15]
(1, 10, 11, 0, 13, 2, 7, 4, 5, 6, 15, 8, 9, 14, 3, 12): [8, 13, 15, 15]
(9, 6, 13, 0, 11, 2, 15, 4, 3, 10, 7, 8, 1, 12, 5, 14): [8, 13, 15, 15]
(1, 10, 11, 0, 13, 2, 7, 4, 5, 6, 15, 8, 3, 12, 9, 14): [8, 13, 15, 15]
(7, 4, 11, 0, 13, 2, 1, 10, 5, 6, 15, 8, 9, 14, 3, 12): [8, 13, 15, 15]
(5, 8, 11, 0, 1, 2, 13, 4, 15, 6, 9, 12, 3, 10, 7, 14): [8, 13, 16, 16]
(9, 6, 13, 0, 11, 2, 15, 4, 7, 10, 3, 8, 5, 12, 1, 14): [8, 13, 16, 16]
(1, 12, 13, 0, 7, 2, 11, 4, 3, 6, 15, 8, 5, 10, 9, 14): [8, 13, 16, 16]
(1, 6, 15, 0, 9, 2, 13, 4, 11, 12, 5, 8, 3, 10, 7, 14): [8, 13, 16, 16]
(1, 10, 11, 0, 9, 2, 13, 4, 5, 6, 15, 8, 3, 12, 7, 14): [8, 13, 16, 16]
(5, 10, 9, 0, 1, 2, 11, 4, 13, 6, 15, 8, 7, 12, 3, 14): [8, 13, 16, 16]
(5, 10, 9, 0, 13, 2, 11, 4, 15, 6, 7, 8, 3, 12, 1, 14): [8, 13, 16, 16]
(1, 6, 7, 0, 9, 2, 15, 4, 3, 12, 13, 8, 5, 10, 11, 14): [9, 13, 16, 16]
(1, 10, 13, 0, 7, 2, 11, 4, 3, 6, 15, 8, 5, 14, 9, 12): [9, 13, 16, 16]
(1, 12, 9, 0, 5, 2, 15, 4, 11, 6, 3, 8, 7, 10, 13, 14): [9, 13, 16, 16]
(3, 6, 15, 0, 9, 2, 13, 4, 1, 12, 11, 8, 5, 10, 7, 14): [9, 13, 16, 16]
(3, 10, 9, 0, 1, 2, 11, 4, 13, 6, 15, 8, 5, 12, 7, 14): [9, 13, 16, 16]
(1, 12, 5, 0, 15, 2, 11, 4, 3, 6, 13, 8, 7, 10, 9, 14): [9, 13, 16, 16]
(1, 4, 7, 0, 11, 2, 3, 10, 13, 6, 15, 8, 5, 12, 9, 14): [9, 13, 16, 16]
(1, 14, 5, 0, 11, 2, 7, 4, 13, 6, 15, 8, 3, 10, 9, 12): [9, 13, 16, 16]
(3, 8, 7, 0, 11, 2, 9, 4, 15, 6, 1, 14, 13, 10, 5, 12): [9, 13, 16, 16]
(1, 12, 5, 0, 13, 2, 11, 4, 3, 6, 15, 8, 9, 10, 7, 14): [9, 13, 16, 16]
(5, 10, 9, 0, 13, 2, 15, 4, 3, 6, 7, 8, 11, 12, 1, 14): [9, 13, 16, 16]
(1, 12, 11, 0, 7, 2, 15, 4, 9, 6, 5, 8, 3, 10, 13, 14): [9, 13, 16, 16]
(1, 6, 5, 0, 15, 2, 9, 4, 3, 12, 13, 8, 7, 10, 11, 14): [9, 13, 16, 16]
